projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,stat_norm,player_role,opponent,is_home,nhl_player_id,combo_prop,combo_player_ids,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,hit_rate_over_L5,over_L5,under_L5,sample_L5,hit_rate_over_L10,over_L10,under_L10,sample_L10,hit_rate_over_L20,over_L20,under_L20,sample_L20,hit_rate_over_season,sample_season,composite_hit_rate,recommended_side,edge,position_code,position_group,scoring_tier,pp_tier,pts_per_game,goals_per_game,pp_pts_per_game,toi_per_game_api
10803666,218268,Brady Tkachuk,OTT,F,Assists,1.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,assists,SKATER,NYR,0,8480801,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.15,3,17,20,0.1,30,0.0675,OVER,-0.4325,L,F,ELITE,PP_REGULAR,0.959,0.388,0.327,17.0
10803669,218268,Brady Tkachuk,OTT,F,Points,1.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,points,SKATER,NYR,0,8480801,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.15,3,17,20,0.1667,30,0.0742,OVER,-0.4258,L,F,ELITE,PP_REGULAR,0.959,0.388,0.327,17.0
10803686,88000,Shane Pinto,OTT,F,Shots On Goal,1.5,goblin,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,shots_on_goal,SKATER,NYR,0,8481596,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.8,4,1,5,0.8,8,2,10,0.65,13,7,20,0.6,30,0.7575,OVER,0.2575,C,F,SECONDARY,NO_PP,0.644,0.305,0.034,18.77
10803687,218269,Thomas Chabot,OTT,D,Assists,1.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,assists,SKATER,NYR,0,8478469,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.1,1,9,10,0.15,3,17,20,0.1,30,0.1475,OVER,-0.3525,D,D,SECONDARY,PP_OCC,0.574,0.13,0.13,22.8
10803689,218269,Thomas Chabot,OTT,D,Points,1.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,points,SKATER,NYR,0,8478469,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.2,2,8,10,0.2,4,16,20,0.1667,30,0.2767,OVER,-0.2233,D,D,SECONDARY,PP_OCC,0.574,0.13,0.13,22.8
10806105,234283,J.T. Miller,NYR,F,Shots On Goal,1.5,goblin,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,shots_on_goal,SKATER,OTT,1,8476468,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.6,3,2,5,0.6,6,4,10,0.65,13,7,20,0.6,30,0.6075,OVER,0.1075,C,F,SECONDARY,PP_REGULAR,0.732,0.25,0.214,20.53
10806106,218652,Vincent Trocheck,NYR,F,Shots On Goal,1.5,goblin,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,shots_on_goal,SKATER,OTT,1,8476389,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.4,4,6,10,0.55,11,9,20,0.6333,30,0.4458,OVER,-0.0542,C,F,SECONDARY,PP_REGULAR,0.873,0.273,0.273,20.87
10807297,272276,Jordan Spence,OTT,D,Shots On Goal,1.5,standard,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,shots_on_goal,SKATER,NYR,0,8481606,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.6,3,2,5,0.4,4,6,10,0.35,7,13,20,0.4,30,0.4725,UNDER,0.0275,D,D,DEPTH,NO_PP,0.383,0.067,0.017,17.58
10793858,218657,Adam Fox,NYR,D,Goals,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,OTT,1,8479323,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.05,1,19,20,0.0333,30,0.0458,OVER,-0.4542,D,D,SECONDARY,PP_REGULAR,0.86,0.116,0.349,23.7
10793864,59488,Alexis Lafreniere,NYR,F,Goals,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,OTT,1,8482109,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.3,3,7,10,0.25,5,15,20,0.2,30,0.3225,OVER,-0.1775,L,F,SECONDARY,PP_OCC,0.671,0.286,0.129,17.43
10793877,218268,Brady Tkachuk,OTT,F,Goals,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,NYR,0,8480801,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.4,4,6,10,0.45,9,11,20,0.4,30,0.4075,OVER,-0.0925,L,F,ELITE,PP_REGULAR,0.959,0.388,0.327,17.0
10793889,218662,Claude Giroux,OTT,F,Goals,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,NYR,0,8473512,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.2,2,8,10,0.1,2,18,20,0.2,30,0.105,OVER,-0.395,R,F,SECONDARY,PP_OCC,0.623,0.174,0.145,16.55
10793890,267725,Conor Sheary,NYR,F,Goals,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,OTT,1,8477839,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.05,1,19,20,0.0333,30,0.0108,OVER,-0.4892,L,F,SHUTDOWN,NO_PP,0.24,0.06,0.04,14.33
10793891,218217,Drake Batherson,OTT,F,Goals,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,NYR,0,8480208,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.2,2,8,10,0.25,5,15,20,0.2667,30,0.2942,OVER,-0.2058,R,F,ELITE,PP_REGULAR,0.924,0.409,0.348,17.52
10793894,231106,Dylan Cozens,OTT,F,Goals,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,NYR,0,8481528,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.8,4,1,5,0.5,5,5,10,0.45,9,11,20,0.3667,30,0.5992,OVER,0.0992,C,F,SECONDARY,PP_REGULAR,0.739,0.348,0.377,17.07
10793896,231708,Fabian Zetterlund,OTT,F,Goals,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,NYR,0,8480188,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.1667,30,0.0317,OVER,-0.4683,L,F,DEPTH,PP_OCC,0.391,0.188,0.087,13.1
10793897,234283,J.T. Miller,NYR,F,Goals,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,OTT,1,8476468,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.2,2,8,10,0.2,4,16,20,0.2333,30,0.1233,OVER,-0.3767,C,F,SECONDARY,PP_REGULAR,0.732,0.25,0.214,20.53
10793899,268022,Michael Amadio,OTT,F,Goals,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,NYR,0,8478020,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.3,3,7,10,0.15,3,17,20,0.1,30,0.2975,OVER,-0.2025,R,F,DEPTH,NO_PP,0.435,0.174,0.0,16.02
10793901,218655,Mika Zibanejad,NYR,F,Goals,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,OTT,1,8476459,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.4,4,6,10,0.45,9,11,20,0.3333,30,0.4008,OVER,-0.0992,C,F,ELITE,PP1_STAR,0.971,0.435,0.435,21.0
10793912,223367,Nick Cousins,OTT,F,Goals,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,NYR,0,8476393,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.2,2,8,10,0.1,2,18,20,0.1,30,0.095,OVER,-0.405,C,F,DEPTH,NO_PP,0.294,0.118,0.0,11.25
10793913,172192,Ridly Greig,OTT,F,Goals,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,NYR,0,8482092,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.15,3,17,20,0.2333,30,0.0808,OVER,-0.4192,C,F,DEPTH,NO_PP,0.438,0.172,0.047,16.6
10793915,88000,Shane Pinto,OTT,F,Goals,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,NYR,0,8481596,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.3,3,7,10,0.25,5,15,20,0.2333,30,0.3258,OVER,-0.1742,C,F,SECONDARY,NO_PP,0.644,0.305,0.034,18.77
10793916,267628,Taylor Raddysh,NYR,F,Goals,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,OTT,1,8479390,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.1,2,18,20,0.1,30,0.175,OVER,-0.325,R,F,DEPTH,NO_PP,0.281,0.141,0.016,11.98
10793917,218269,Thomas Chabot,OTT,D,Goals,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,NYR,0,8478469,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.1,1,9,10,0.1,2,18,20,0.1,30,0.14,OVER,-0.36,D,D,SECONDARY,PP_OCC,0.574,0.13,0.13,22.8
10793925,218652,Vincent Trocheck,NYR,F,Goals,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,OTT,1,8476389,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.2,4,16,20,0.2,30,0.085,OVER,-0.415,C,F,SECONDARY,PP_REGULAR,0.873,0.273,0.273,20.87
10793926,267629,Vladislav Gavrikov,NYR,D,Goals,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,OTT,1,8478882,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.6,3,2,5,0.4,4,6,10,0.25,5,15,20,0.2,30,0.4375,OVER,-0.0625,D,D,DEPTH,PP_OCC,0.443,0.2,0.086,23.85
10793927,305145,Warren Foegele,OTT,F,Goals,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,NYR,0,8477998,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.2,2,8,10,0.15,3,17,20,0.1333,30,0.2658,OVER,-0.2342,L,F,SECONDARY,NO_PP,0.625,0.5,0.0,11.42
10793928,218685,Will Cuylle,NYR,F,Goals,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,OTT,1,8482157,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.4,4,6,10,0.25,5,15,20,0.2333,30,0.3608,OVER,-0.1392,L,F,DEPTH,PP_OCC,0.457,0.229,0.114,17.13
10795942,272276,Jordan Spence,OTT,D,Goals,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,NYR,0,8481606,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.1,30,0.025,OVER,-0.475,D,D,DEPTH,NO_PP,0.383,0.067,0.017,17.58
10795943,303677,Tye Kartye,NYR,F,Goals,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,OTT,1,8481789,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.05,1,19,20,0.0667,30,0.0492,OVER,-0.4508,L,F,SECONDARY,NO_PP,0.667,0.25,0.0,14.17
10799715,268021,Lars Eller,OTT,F,Goals,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,NYR,0,8474189,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.1,1,9,10,0.05,1,19,20,0.0333,30,0.1258,OVER,-0.3742,C,F,SHUTDOWN,NO_PP,0.2,0.055,0.0,11.55
10801805,197251,Adam Edstrom,NYR,F,Goals,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,OTT,1,8481726,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.2,2,8,10,0.1,2,18,20,0.0769,26,0.0927,OVER,-0.4073,C,F,SHUTDOWN,NO_PP,0.147,0.088,0.0,9.58
10801806,277945,Jaroslav Chmelar,NYR,F,Goals,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,OTT,1,8482877,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.125,1,7,8,0.125,1,7,8,0.125,8,0.155,OVER,-0.345,R,F,SHUTDOWN,NO_PP,0.125,0.125,0.0,7.93
10801807,187929,Jonny Brodzinski,NYR,F,Goals,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,goals,SKATER,OTT,1,8477380,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.0667,30,0.0217,OVER,-0.4783,C,F,SHUTDOWN,NO_PP,0.244,0.089,0.022,11.05
10801812,218657,Adam Fox,NYR,D,Points,0.5,standard,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,points,SKATER,OTT,1,8479323,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.4,4,6,10,0.55,11,9,20,0.5,30,0.3525,UNDER,0.1475,D,D,SECONDARY,PP_REGULAR,0.86,0.116,0.349,23.7
10801813,218657,Adam Fox,NYR,D,Power Play Points,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,power_play_points,SKATER,OTT,1,8479323,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.1,1,9,10,0.05,1,19,20,0.0333,30,0.0458,OVER,-0.4542,D,D,SECONDARY,PP_REGULAR,0.86,0.116,0.349,23.7
10801814,59488,Alexis Lafreniere,NYR,F,Assists,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,assists,SKATER,OTT,1,8482109,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.4,4,6,10,0.35,7,13,20,0.3,30,0.3825,OVER,-0.1175,L,F,SECONDARY,PP_OCC,0.671,0.286,0.129,17.43
10801815,59488,Alexis Lafreniere,NYR,F,Points,0.5,goblin,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,points,SKATER,OTT,1,8482109,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.6,3,2,5,0.5,5,5,10,0.45,9,11,20,0.3667,30,0.5192,OVER,0.0192,L,F,SECONDARY,PP_OCC,0.671,0.286,0.129,17.43
10801816,59488,Alexis Lafreniere,NYR,F,Power Play Points,0.5,demon,False,OTT,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,power_play_points,SKATER,OTT,1,8482109,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.1,1,9,10,0.1,2,18,20,0.0667,30,0.0567,OVER,-0.4433,L,F,SECONDARY,PP_OCC,0.671,0.286,0.129,17.43
10801817,61209,Artem Zub,OTT,D,Plus/Minus,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,plus/minus,SKATER,NYR,0,8482245,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.6,3,2,5,0.6,6,4,10,0.55,11,9,20,0.5,30,0.5825,OVER,0.0825,D,D,DEPTH,NO_PP,0.353,0.059,0.0,20.35
10801818,218268,Brady Tkachuk,OTT,F,Assists,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,assists,SKATER,NYR,0,8480801,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.6,3,2,5,0.5,5,5,10,0.4,8,12,20,0.4,30,0.515,OVER,0.015,L,F,ELITE,PP_REGULAR,0.959,0.388,0.327,17.0
10801819,218268,Brady Tkachuk,OTT,F,Plus/Minus,0.5,demon,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,plus/minus,SKATER,NYR,0,8480801,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.4,4,6,10,0.35,7,13,20,0.3667,30,0.3892,OVER,-0.1108,L,F,ELITE,PP_REGULAR,0.959,0.388,0.327,17.0
10801820,218268,Brady Tkachuk,OTT,F,Points,0.5,goblin,False,NYR,OTT,NYR,2026-03-23T19:30:00.000-04:00,138257,2026-03-23T13:32:53Z,points,SKATER,NYR,0,8480801,False,,3.203,0.0,0.0,2.841,0.0,0.0,69.0,22.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,1.0,5,0,5,0.8,8,2,10,0.75,15,5,20,0.7333,30,0.8658,OVER,0.3658,L,F,ELITE,PP_REGULAR,0.959,0.388,0.327,17.0
