nba_player_id,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,image_url,game_date,player_1,player_2,team_1,team_2,id_status,is_combo_player,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER
1628973,11845389,11845389,174288,156675,2026-05-04T20:00:00.000-04:00,,,Jalen Brunson,G,NYK,PHI,14.5,Points,pts,Demon,8.5,3,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1628973,11845387,11845387,174288,156675,2026-05-04T20:00:00.000-04:00,,,Jalen Brunson,G,NYK,PHI,11.5,Points,pts,Demon,8.5,2,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
203954,11845397,11845397,64150,156675,2026-05-04T20:00:00.000-04:00,,,Joel Embiid,C-F,PHI,NYK,11.5,Points,pts,Demon,7.0,3,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1630178,11845428,11845428,64152,156675,2026-05-04T20:00:00.000-04:00,,,Tyrese Maxey,G,PHI,NYK,11.5,Points,pts,Demon,7.0,3,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
203954,11852450,11852450,64150,156675,2026-05-04T20:00:00.000-04:00,,,Joel Embiid,C-F,PHI,NYK,10.5,Points,pts,Demon,7.0,2,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1630178,11852508,11852508,64152,156675,2026-05-04T20:00:00.000-04:00,,,Tyrese Maxey,G,PHI,NYK,10.5,Points,pts,Demon,7.0,2,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1628973,11845388,11845388,174288,156675,2026-05-04T20:00:00.000-04:00,,,Jalen Brunson,G,NYK,PHI,9.5,Points,pts,Demon,8.5,1,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
203954,11845396,11845396,64150,156675,2026-05-04T20:00:00.000-04:00,,,Joel Embiid,C-F,PHI,NYK,9.5,Points,pts,Demon,7.0,1,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1628384,11845416,11845416,183319,156675,2026-05-04T20:00:00.000-04:00,,,OG Anunoby,F-G,NYK,PHI,9.5,Points,pts,Demon,4.5,3,https://static.prizepicks.com/images/players/NBA/OG_Anunoby_NBA_player_7g4oOE9EMB4tFkaOcu1UCAZ0.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1630178,11845427,11845427,64152,156675,2026-05-04T20:00:00.000-04:00,,,Tyrese Maxey,G,PHI,NYK,9.5,Points,pts,Demon,7.0,1,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1628973,11846099,11846099,174288,156675,2026-05-04T20:00:00.000-04:00,,,Jalen Brunson,G,NYK,PHI,8.5,Points,pts,Standard,8.5,0,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1626157,11845406,11845406,216799,156675,2026-05-04T20:00:00.000-04:00,,,Karl-Anthony Towns,C-F,NYK,PHI,7.5,Points,pts,Demon,4.0,2,https://static.prizepicks.com/images/players/NBA/Karl-Anthony_Towns_NBA_player_qsD13lWREH4SgwkL0ZD1D8gt.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1626162,11845409,11845409,175557,156675,2026-05-04T20:00:00.000-04:00,,,Kelly Oubre,F-G,PHI,NYK,7.5,Points,pts,Demon,,3,https://static.prizepicks.com/images/players/NBA/Kelly_Oubre_Jr._NBA_player_XUGImHjsqxeRtcBiPgSDXMYm.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1628384,11845415,11845415,183319,156675,2026-05-04T20:00:00.000-04:00,,,OG Anunoby,F-G,NYK,PHI,7.5,Points,pts,Demon,4.5,2,https://static.prizepicks.com/images/players/NBA/OG_Anunoby_NBA_player_7g4oOE9EMB4tFkaOcu1UCAZ0.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
202331,11845421,11845421,218115,156675,2026-05-04T20:00:00.000-04:00,,,Paul George,F,PHI,NYK,7.5,Points,pts,Demon,3.0,3,https://static.prizepicks.com/images/players/NBA/Paul_George_NBA_player_H4SFculbifsDYkJeMUCIHqCm.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
203954,11848568,11848568,64150,156675,2026-05-04T20:00:00.000-04:00,,,Joel Embiid,C-F,PHI,NYK,7.0,Points,pts,Standard,7.0,0,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1630178,11850056,11850056,64152,156675,2026-05-04T20:00:00.000-04:00,,,Tyrese Maxey,G,PHI,NYK,7.0,Points,pts,Standard,7.0,0,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1628973,11852440,11852440,174288,156675,2026-05-04T20:00:00.000-04:00,,,Jalen Brunson,G,NYK,PHI,6.5,Points,pts,Goblin,8.5,1,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
203954,11845395,11845395,64150,156675,2026-05-04T20:00:00.000-04:00,,,Joel Embiid,C-F,PHI,NYK,5.5,Points,pts,Goblin,7.0,1,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1628404,11845400,11845400,177944,156675,2026-05-04T20:00:00.000-04:00,,,Josh Hart,G,NYK,PHI,5.5,Points,pts,Demon,2.5,2,https://static.prizepicks.com/images/players/NBA/Josh_Hart_NBA_player_H4eKetTATQuBYqjr3k7PBmJd.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1626157,11845405,11845405,216799,156675,2026-05-04T20:00:00.000-04:00,,,Karl-Anthony Towns,C-F,NYK,PHI,5.5,Points,pts,Demon,4.0,1,https://static.prizepicks.com/images/players/NBA/Karl-Anthony_Towns_NBA_player_qsD13lWREH4SgwkL0ZD1D8gt.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1626162,11845408,11845408,175557,156675,2026-05-04T20:00:00.000-04:00,,,Kelly Oubre,F-G,PHI,NYK,5.5,Points,pts,Demon,,2,https://static.prizepicks.com/images/players/NBA/Kelly_Oubre_Jr._NBA_player_XUGImHjsqxeRtcBiPgSDXMYm.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1628969,11845412,11845412,216798,156675,2026-05-04T20:00:00.000-04:00,,,Mikal Bridges,G-F,NYK,PHI,5.5,Points,pts,Demon,2.5,2,https://static.prizepicks.com/images/players/NBA/Mikal_Bridges_NBA_player_GWFvIk1UqZwpQez5aYd322k.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1628384,11845414,11845414,183319,156675,2026-05-04T20:00:00.000-04:00,,,OG Anunoby,F-G,NYK,PHI,5.5,Points,pts,Demon,4.5,1,https://static.prizepicks.com/images/players/NBA/OG_Anunoby_NBA_player_7g4oOE9EMB4tFkaOcu1UCAZ0.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
202331,11845420,11845420,218115,156675,2026-05-04T20:00:00.000-04:00,,,Paul George,F,PHI,NYK,5.5,Points,pts,Demon,3.0,2,https://static.prizepicks.com/images/players/NBA/Paul_George_NBA_player_H4SFculbifsDYkJeMUCIHqCm.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1630178,11845426,11845426,64152,156675,2026-05-04T20:00:00.000-04:00,,,Tyrese Maxey,G,PHI,NYK,5.5,Points,pts,Goblin,7.0,1,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1642845,11845435,11845435,271632,156675,2026-05-04T20:00:00.000-04:00,,,VJ Edgecombe,G,PHI,NYK,5.5,Points,pts,Demon,2.5,1,https://static.prizepicks.com/images/manual/VJ_Edgecomb.png,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1626157,11852476,11852476,216799,156675,2026-05-04T20:00:00.000-04:00,,,Karl-Anthony Towns,C-F,NYK,PHI,5.5,Rebounds,reb,Demon,,2,https://static.prizepicks.com/images/players/NBA/Karl-Anthony_Towns_NBA_player_qsD13lWREH4SgwkL0ZD1D8gt.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1628973,11852598,11852598,174288,156675,2026-05-04T20:00:00.000-04:00,,,Jalen Brunson,G,NYK,PHI,5.5,Points,pts,Goblin,8.5,2,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1630540,11856377,11856377,192248,156675,2026-05-04T20:00:00.000-04:00,,,Miles McBride,G,NYK,PHI,5.5,Points,pts,Demon,,3,https://static.prizepicks.com/images/players/NBA/Miles_McBride_NBA_player_8YvNuEefdumSLGKRMx4kSzCH.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1628384,11845219,11845219,183319,156675,2026-05-04T20:00:00.000-04:00,,,OG Anunoby,F-G,NYK,PHI,4.5,Points,pts,Standard,4.5,0,https://static.prizepicks.com/images/players/NBA/OG_Anunoby_NBA_player_7g4oOE9EMB4tFkaOcu1UCAZ0.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
202331,11846318,11846318,218115,156675,2026-05-04T20:00:00.000-04:00,,,Paul George,F,PHI,NYK,4.5,Points,pts,Demon,3.0,1,https://static.prizepicks.com/images/players/NBA/Paul_George_NBA_player_H4SFculbifsDYkJeMUCIHqCm.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1630178,11847468,11847468,64152,156675,2026-05-04T20:00:00.000-04:00,,,Tyrese Maxey,G,PHI,NYK,4.5,Points,pts,Goblin,7.0,2,https://static.prizepicks.com/images/players/NBA/Tyrese_Maxey_NBA_player_2Em7ba9RgTz4wL2vdHJo0xwR.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
203954,11852449,11852449,64150,156675,2026-05-04T20:00:00.000-04:00,,,Joel Embiid,C-F,PHI,NYK,4.5,Points,pts,Goblin,7.0,2,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
203954,11852458,11852458,64150,156675,2026-05-04T20:00:00.000-04:00,,,Joel Embiid,C-F,PHI,NYK,4.5,Rebounds,reb,Demon,,2,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1628404,11852468,11852468,177944,156675,2026-05-04T20:00:00.000-04:00,,,Josh Hart,G,NYK,PHI,4.5,Rebounds,reb,Demon,,2,https://static.prizepicks.com/images/players/NBA/Josh_Hart_NBA_player_H4eKetTATQuBYqjr3k7PBmJd.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1626157,11852475,11852475,216799,156675,2026-05-04T20:00:00.000-04:00,,,Karl-Anthony Towns,C-F,NYK,PHI,4.5,Rebounds,reb,Demon,,1,https://static.prizepicks.com/images/players/NBA/Karl-Anthony_Towns_NBA_player_qsD13lWREH4SgwkL0ZD1D8gt.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1626157,11850055,11850055,216799,156675,2026-05-04T20:00:00.000-04:00,,,Karl-Anthony Towns,C-F,NYK,PHI,4.0,Points,pts,Standard,4.0,0,https://static.prizepicks.com/images/players/NBA/Karl-Anthony_Towns_NBA_player_qsD13lWREH4SgwkL0ZD1D8gt.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1626162,11845261,11845261,175557,156675,2026-05-04T20:00:00.000-04:00,,,Kelly Oubre,F-G,PHI,NYK,3.5,Points,pts,Demon,,1,https://static.prizepicks.com/images/players/NBA/Kelly_Oubre_Jr._NBA_player_XUGImHjsqxeRtcBiPgSDXMYm.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
1628404,11845399,11845399,177944,156675,2026-05-04T20:00:00.000-04:00,,,Josh Hart,G,NYK,PHI,3.5,Points,pts,Demon,2.5,1,https://static.prizepicks.com/images/players/NBA/Josh_Hart_NBA_player_H4eKetTATQuBYqjr3k7PBmJd.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1626157,11845404,11845404,216799,156675,2026-05-04T20:00:00.000-04:00,,,Karl-Anthony Towns,C-F,NYK,PHI,3.5,Points,pts,Goblin,4.0,1,https://static.prizepicks.com/images/players/NBA/Karl-Anthony_Towns_NBA_player_qsD13lWREH4SgwkL0ZD1D8gt.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1628969,11845411,11845411,216798,156675,2026-05-04T20:00:00.000-04:00,,,Mikal Bridges,G-F,NYK,PHI,3.5,Points,pts,Demon,2.5,1,https://static.prizepicks.com/images/players/NBA/Mikal_Bridges_NBA_player_GWFvIk1UqZwpQez5aYd322k.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1628384,11845413,11845413,183319,156675,2026-05-04T20:00:00.000-04:00,,,OG Anunoby,F-G,NYK,PHI,3.5,Points,pts,Goblin,4.5,1,https://static.prizepicks.com/images/players/NBA/OG_Anunoby_NBA_player_7g4oOE9EMB4tFkaOcu1UCAZ0.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
1628973,11852437,11852437,174288,156675,2026-05-04T20:00:00.000-04:00,,,Jalen Brunson,G,NYK,PHI,3.5,Assists,ast,Demon,,2,https://static.prizepicks.com/images/players/NBA/Jalen_Brunson_NBA_player_yiwlT8GHgktYu1WBoRvjpRr8.webp,2026-05-04,,,,,OK,0,116.1,89.6,41.8,37.9,13.4,24.2,15.4,51.699999999999996,28.4,56.8,19,17,19,19,15,12,13,13,21,9,17.129032258064516,20,Below Avg
203954,11852457,11852457,64150,156675,2026-05-04T20:00:00.000-04:00,,,Joel Embiid,C-F,PHI,NYK,3.5,Rebounds,reb,Demon,,1,https://static.prizepicks.com/images/players/NBA/Joel_Embiid_NBA_player_UhZzicEIsGHhbOqDDZRX5V6V.webp,2026-05-04,,,,,OK,0,110.1,85.5,39.3,38.4,13.9,22.7,14.4,47.1,25.4,50.8,5,21,22,3,4,1,4,4,11,18,6.64516129032258,3,Elite
