wnba_player_id,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,standard_line,deviation_level,image_url,game_date,id_status,player_1,player_2,team_1,team_2,TEAM_NAME,TEAM_ID,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,is_combo_player,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,unsupported_prop,unsupported_reason,espn_athlete_id,days_rest,is_back_to_back,opp_days_rest,opp_b2b,usage_pct,usage_tier,min_per_game,team_pace,opp_pace,pace_delta,pace_context,star_tier,is_franchise_star,foul_rate_per_36,foul_trouble_risk,b2b_flag,wnba_b2b_weight,b2b_rest_context,hhs_efg_pct,hhs_ts_pct,hhs_per,wnba_context_source
315801,Brittney Griner,C,CON,NYL,4.5,Rebounds,reb,Demon,11844693,11844693,315801,149150,2026-05-03T17:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/manual/Griner.png,2026-05-03,OK,,,,,,,,,,0,0.0,6.0,6.0,4.0,5.0,0.0,1.0,2.0,4.0,2.0,4.2,3.0,3.0,3.0,2.0,0.0,0.6,0.6,0.4,0.3,0.7,0,,2490553,4,0,8,0,0.215,medium,20.8,94.57,95.75,-1.1800000000000068,medium,1,True,3.288,medium,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237848,Sabrina Ionescu,G,NYL,CON,3.5,Assists,ast,Standard,11844690,11844690,237848,149150,2026-05-03T17:00:00.000-04:00,,,3.5,0,https://static.prizepicks.com/images/players/NBA/Sabrina_Ionescu_WNBA_player_P26gx0GUbxv35lMVCUU4z5Q5.webp,2026-05-03,OK,,,,,Connecticut SUN,18.0,,3.0,Elite,0,7.0,2.0,4.0,4.0,3.0,7.0,11.0,9.0,9.0,2.0,4.0,5.8,5.8,3.0,2.0,0.0,0.6,0.6,0.4,0.7,0.3,0,,4066533,8,0,4,0,0.273,high,31.4,95.75,94.57,1.1800000000000068,medium,1,True,1.949,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237848,Sabrina Ionescu,G,NYL,CON,3.5,Rebounds,reb,Demon,11844691,11844691,237848,149150,2026-05-03T17:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Sabrina_Ionescu_WNBA_player_P26gx0GUbxv35lMVCUU4z5Q5.webp,2026-05-03,OK,,,,,Connecticut SUN,18.0,,3.0,Elite,0,5.0,1.0,2.0,6.0,4.0,6.0,5.0,5.0,7.0,3.0,3.6,4.4,4.4,3.0,2.0,0.0,0.6,0.6,0.4,0.7,0.3,0,,4066533,8,0,4,0,0.273,high,31.4,95.75,94.57,1.1800000000000068,medium,1,True,1.949,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237848,Sabrina Ionescu,G,NYL,CON,1.5,3-PT Made,3ptmade,Standard,11844689,11844689,237848,149150,2026-05-03T17:00:00.000-04:00,,,1.5,0,https://static.prizepicks.com/images/players/NBA/Sabrina_Ionescu_WNBA_player_P26gx0GUbxv35lMVCUU4z5Q5.webp,2026-05-03,OK,,,,,Connecticut SUN,18.0,,3.0,Elite,0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,1.2,1.1,1.1,2.0,3.0,0.0,0.4,0.4,0.6,0.3,0.7,0,,4066533,8,0,4,0,0.273,high,31.4,95.75,94.57,1.1800000000000068,medium,1,True,1.949,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237848,Sabrina Ionescu,G,NYL,CON,11.5,Points,pts,Standard,11844265,11844265,237848,149150,2026-05-03T17:00:00.000-04:00,,,11.5,0,https://static.prizepicks.com/images/players/NBA/Sabrina_Ionescu_WNBA_player_P26gx0GUbxv35lMVCUU4z5Q5.webp,2026-05-03,OK,,,,,Connecticut SUN,18.0,,3.0,Elite,0,11.0,6.0,1.0,22.0,9.0,16.0,11.0,6.0,11.0,16.0,9.8,10.9,10.9,1.0,4.0,0.0,0.2,0.2,0.8,0.3,0.7,0,,4066533,8,0,4,0,0.273,high,31.4,95.75,94.57,1.1800000000000068,medium,1,True,1.949,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
315801,Brittney Griner,C,CON,NYL,8.5,Points,pts,Standard,11844267,11844267,315801,149150,2026-05-03T17:00:00.000-04:00,,,8.5,0,https://static.prizepicks.com/images/manual/Griner.png,2026-05-03,OK,,,,,,,,,,0,4.0,16.0,13.0,16.0,7.0,5.0,7.0,2.0,17.0,10.0,11.2,9.7,9.7,3.0,2.0,0.0,0.6,0.6,0.4,0.5,0.5,0,,2490553,4,0,8,0,0.215,medium,20.8,94.57,95.75,-1.1800000000000068,medium,1,True,3.288,medium,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237843,A'ja Wilson,C,LVA,DAL,7.5,Rebounds,reb,Standard,11844273,11844273,237843,149152,2026-05-03T19:00:00.000-04:00,,,7.5,0,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,2026-05-03,OK,,,,,Dallas Wings,3.0,,4.0,Above Avg,0,15.0,6.0,3.0,11.0,4.0,4.0,5.0,9.0,14.0,14.0,7.8,8.5,8.5,2.0,3.0,0.0,0.4,0.4,0.6,0.5,0.5,0,,3149391,6,0,3,0,0.307,high,31.2,94.92,96.34,-1.4200000000000017,medium,1,True,2.192,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237836,Paige Bueckers,G,DAL,LVA,3.5,Assists,ast,Standard,11844274,11844274,237836,149152,2026-05-03T19:00:00.000-04:00,,,3.5,0,https://static.prizepicks.com/images/players/NBA/Paige_Bueckers_WNBA_player_9Y8nnqPB9PRhUk1Zb4Mlsb5c.webp,2026-05-03,OK,,,,,,,,,,0,2.0,7.0,4.0,2.0,8.0,3.0,4.0,9.0,3.0,7.0,4.6,4.9,4.9,3.0,2.0,0.0,0.6,0.6,0.4,0.6,0.4,0,,4433730,3,0,6,0,0.241,medium,33.3,96.34,94.92,1.4200000000000017,medium,2,False,2.486,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237843,A'ja Wilson,C,LVA,DAL,2.5,Assists,ast,Standard,11844272,11844272,237843,149152,2026-05-03T19:00:00.000-04:00,,,2.5,0,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,2026-05-03,OK,,,,,Dallas Wings,3.0,,4.0,Above Avg,0,4.0,1.0,3.0,1.0,3.0,4.0,1.0,4.0,4.0,3.0,2.4,2.8,2.8,3.0,2.0,0.0,0.6,0.6,0.4,0.7,0.3,0,,3149391,6,0,3,0,0.307,high,31.2,94.92,96.34,-1.4200000000000017,medium,1,True,2.192,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
197034,Cameron Brink,F,LAS,,5.5,Rebounds,reb,Standard,11844631,11844631,197034,155440,2026-05-03T19:00:00.000-04:00,,,5.5,0,https://static.prizepicks.com/images/players/NBA/Cameron_Brink_WNBA_player_iXX6g2ZznhNde3uQhZhdBbZ.webp,2026-05-03,OK,,,,,,,,,,0,8.0,5.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,6.0,4.6,4.1,4.1,1.0,4.0,0.0,0.2,0.2,0.8,0.2,0.8,0,,4433404,6,0,-1,0,0.198,medium,12.9,96.84,,,medium,3,False,6.977,high,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237840,Kelsey Plum,G,LAS,,3.5,Assists,ast,Demon,11844622,11844622,237840,155440,2026-05-03T19:00:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Kelsey_Plum_WNBA_player_1TLFqKeRDxvOfPzSxhKC31Yi.webp,2026-05-03,OK,,,,,,,,,,0,9.0,7.0,7.0,9.0,4.0,2.0,4.0,2.0,8.0,5.0,7.2,5.7,5.7,5.0,0.0,0.0,1.0,1.0,0.0,0.8,0.2,0,,3065570,6,0,-1,0,0.246,medium,35.1,96.84,,,medium,1,True,2.769,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237836,Paige Bueckers,G,DAL,LVA,19.5,Points,pts,Demon,11853506,11853506,237836,149152,2026-05-03T19:00:00.000-04:00,,,14.5,1,https://static.prizepicks.com/images/players/NBA/Paige_Bueckers_WNBA_player_9Y8nnqPB9PRhUk1Zb4Mlsb5c.webp,2026-05-03,OK,,,,,,,,,,0,24.0,7.0,24.0,5.0,27.0,15.0,20.0,11.0,20.0,24.0,17.4,17.7,17.7,3.0,2.0,0.0,0.6,0.6,0.4,0.6,0.4,0,,4433730,3,0,6,0,0.241,medium,33.3,96.34,94.92,1.4200000000000017,medium,2,False,2.486,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237843,A'ja Wilson,C,LVA,DAL,15.5,Points,pts,Standard,11844263,11844263,237843,149152,2026-05-03T19:00:00.000-04:00,,,15.5,0,https://static.prizepicks.com/images/players/NBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,2026-05-03,OK,,,,,Dallas Wings,3.0,,4.0,Above Avg,0,24.0,20.0,45.0,22.0,19.0,19.0,18.0,31.0,34.0,28.0,26.0,26.0,26.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,,3149391,6,0,3,0,0.307,high,31.2,94.92,96.34,-1.4200000000000017,medium,1,True,2.192,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237836,Paige Bueckers,G,DAL,LVA,14.5,Points,pts,Standard,11844261,11844261,237836,149152,2026-05-03T19:00:00.000-04:00,,,14.5,0,https://static.prizepicks.com/images/players/NBA/Paige_Bueckers_WNBA_player_9Y8nnqPB9PRhUk1Zb4Mlsb5c.webp,2026-05-03,OK,,,,,,,,,,0,24.0,7.0,24.0,5.0,27.0,15.0,20.0,11.0,20.0,24.0,17.4,17.7,17.7,3.0,2.0,0.0,0.6,0.6,0.4,0.7,0.3,0,,4433730,3,0,6,0,0.241,medium,33.3,96.34,94.92,1.4200000000000017,medium,2,False,2.486,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
315762,Azzi Fudd,G,DAL,LVA,9.5,Points,pts,Standard,11844262,11844262,315762,149152,2026-05-03T19:00:00.000-04:00,,,9.5,0,https://static.prizepicks.com/images/manual/Azzi.png,2026-05-03,OK,,,,,,,,,,0,24.0,7.0,12.0,4.0,8.0,3.0,12.0,4.0,,,11.0,9.25,9.25,2.0,3.0,0.0,0.4,0.4,0.6,0.375,0.625,0,,4433790,3,0,6,0,,,11.0,96.34,94.92,1.4200000000000017,medium,2,False,,,False,1.0,normal_rest,,,,wnba_api_pace
237844,Jewell Loyd,G,LVA,DAL,9.5,Points,pts,Standard,11844268,11844268,237844,149152,2026-05-03T19:00:00.000-04:00,,,9.5,0,https://static.prizepicks.com/images/players/NBA/Jewell_Loyd_WNBA_player_kl6eTaXsduFI7E6eDj4QuueY.webp,2026-05-03,OK,,,,,Dallas Wings,3.0,,4.0,Above Avg,0,10.0,7.0,6.0,11.0,2.0,6.0,9.0,13.0,12.0,16.0,7.2,9.2,9.2,2.0,3.0,0.0,0.4,0.4,0.6,0.5,0.5,0,,2987869,6,0,3,0,0.179,low,28.3,94.92,96.34,-1.4200000000000017,medium,1,True,2.417,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237836,Paige Bueckers,G,DAL,LVA,9.5,Points,pts,Goblin,11853505,11853505,237836,149152,2026-05-03T19:00:00.000-04:00,,,14.5,2,https://static.prizepicks.com/images/players/NBA/Paige_Bueckers_WNBA_player_9Y8nnqPB9PRhUk1Zb4Mlsb5c.webp,2026-05-03,OK,,,,,,,,,,0,24.0,7.0,24.0,5.0,27.0,15.0,20.0,11.0,20.0,24.0,17.4,17.7,17.7,3.0,2.0,0.0,0.6,0.6,0.4,0.8,0.2,0,,4433730,3,0,6,0,0.241,medium,33.3,96.34,94.92,1.4200000000000017,medium,2,False,2.486,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237840,Kelsey Plum,G,LAS,,12.5,Points,pts,Standard,11844266,11844266,237840,155440,2026-05-03T19:00:00.000-04:00,,,12.5,0,https://static.prizepicks.com/images/players/NBA/Kelsey_Plum_WNBA_player_1TLFqKeRDxvOfPzSxhKC31Yi.webp,2026-05-03,OK,,,,,,,,,,0,38.0,16.0,28.0,27.0,25.0,27.0,13.0,22.0,15.0,17.0,26.8,22.8,22.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,,3065570,6,0,-1,0,0.246,medium,35.1,96.84,,,medium,1,True,2.769,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
197034,Cameron Brink,F,LAS,,6.5,Points,pts,Standard,11844264,11844264,197034,155440,2026-05-03T19:00:00.000-04:00,,,6.5,0,https://static.prizepicks.com/images/players/NBA/Cameron_Brink_WNBA_player_iXX6g2ZznhNde3uQhZhdBbZ.webp,2026-05-03,OK,,,,,,,,,,0,16.0,12.0,7.0,10.0,11.0,0.0,0.0,10.0,2.0,4.0,11.2,7.2,7.2,5.0,0.0,0.0,1.0,1.0,0.0,0.6,0.4,0,,4433404,6,0,-1,0,0.198,medium,12.9,96.84,,,medium,3,False,6.977,high,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237847,Breanna Stewart,F,NYL,,24.5,Points,pts,Demon,11717382,11717382,237847,150439,2026-05-08T19:30:00.000-04:00,,,,2,https://static.prizepicks.com/images/players/NBA/Breanna_Stewart_WNBA_player_0QbcmrMWR4KgqkSDi1fYPEeZ.webp,2026-05-03,OK,,,,,,,,,,0,25.0,14.0,18.0,22.0,16.0,23.0,31.0,4.0,16.0,30.0,19.0,19.9,19.9,1.0,4.0,0.0,0.2,0.2,0.8,0.3,0.7,0,,2998928,8,0,-1,0,0.261,high,30.6,95.75,,,medium,1,True,2.235,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237848,Sabrina Ionescu,G,NYL,,24.5,Points,pts,Demon,11717394,11717394,237848,150439,2026-05-08T19:30:00.000-04:00,,,11.5,2,https://static.prizepicks.com/images/players/NBA/Sabrina_Ionescu_WNBA_player_P26gx0GUbxv35lMVCUU4z5Q5.webp,2026-05-03,OK,,,,,,,,,,0,11.0,6.0,1.0,22.0,9.0,16.0,11.0,6.0,11.0,16.0,9.8,10.9,10.9,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0,,4066533,8,0,-1,0,0.273,high,31.4,95.75,,,medium,1,True,1.949,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237847,Breanna Stewart,F,NYL,,19.5,Points,pts,Demon,11717381,11717381,237847,150439,2026-05-08T19:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Breanna_Stewart_WNBA_player_0QbcmrMWR4KgqkSDi1fYPEeZ.webp,2026-05-03,OK,,,,,,,,,,0,25.0,14.0,18.0,22.0,16.0,23.0,31.0,4.0,16.0,30.0,19.0,19.9,19.9,2.0,3.0,0.0,0.4,0.4,0.6,0.5,0.5,0,,2998928,8,0,-1,0,0.261,high,30.6,95.75,,,medium,1,True,2.235,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237848,Sabrina Ionescu,G,NYL,,19.5,Points,pts,Demon,11717395,11717395,237848,150439,2026-05-08T19:30:00.000-04:00,,,11.5,1,https://static.prizepicks.com/images/players/NBA/Sabrina_Ionescu_WNBA_player_P26gx0GUbxv35lMVCUU4z5Q5.webp,2026-05-03,OK,,,,,,,,,,0,11.0,6.0,1.0,22.0,9.0,16.0,11.0,6.0,11.0,16.0,9.8,10.9,10.9,1.0,4.0,0.0,0.2,0.2,0.8,0.1,0.9,0,,4066533,8,0,-1,0,0.273,high,31.4,95.75,,,medium,1,True,1.949,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237847,Breanna Stewart,F,NYL,,14.5,Points,pts,Goblin,11717380,11717380,237847,150439,2026-05-08T19:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Breanna_Stewart_WNBA_player_0QbcmrMWR4KgqkSDi1fYPEeZ.webp,2026-05-03,OK,,,,,,,,,,0,25.0,14.0,18.0,22.0,16.0,23.0,31.0,4.0,16.0,30.0,19.0,19.9,19.9,4.0,1.0,0.0,0.8,0.8,0.2,0.8,0.2,0,,2998928,8,0,-1,0,0.261,high,30.6,95.75,,,medium,1,True,2.235,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237848,Sabrina Ionescu,G,NYL,,14.5,Points,pts,Goblin,11717393,11717393,237848,150439,2026-05-08T19:30:00.000-04:00,,,11.5,1,https://static.prizepicks.com/images/players/NBA/Sabrina_Ionescu_WNBA_player_P26gx0GUbxv35lMVCUU4z5Q5.webp,2026-05-03,OK,,,,,,,,,,0,11.0,6.0,1.0,22.0,9.0,16.0,11.0,6.0,11.0,16.0,9.8,10.9,10.9,1.0,4.0,0.0,0.2,0.2,0.8,0.3,0.7,0,,4066533,8,0,-1,0,0.273,high,31.4,95.75,,,medium,1,True,1.949,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237847,Breanna Stewart,F,NYL,,9.5,Rebounds,reb,Demon,11717385,11717385,237847,150439,2026-05-08T19:30:00.000-04:00,,,,2,https://static.prizepicks.com/images/players/NBA/Breanna_Stewart_WNBA_player_0QbcmrMWR4KgqkSDi1fYPEeZ.webp,2026-05-03,OK,,,,,,,,,,0,7.0,11.0,9.0,7.0,10.0,9.0,10.0,6.0,5.0,9.0,8.8,8.3,8.3,2.0,3.0,0.0,0.4,0.4,0.6,0.3,0.7,0,,2998928,8,0,-1,0,0.261,high,30.6,95.75,,,medium,1,True,2.235,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237848,Sabrina Ionescu,G,NYL,,9.5,Assists,ast,Demon,11717391,11717391,237848,150439,2026-05-08T19:30:00.000-04:00,,,3.5,2,https://static.prizepicks.com/images/players/NBA/Sabrina_Ionescu_WNBA_player_P26gx0GUbxv35lMVCUU4z5Q5.webp,2026-05-03,OK,,,,,,,,,,0,7.0,2.0,4.0,4.0,3.0,7.0,11.0,9.0,9.0,2.0,4.0,5.8,5.8,0.0,5.0,0.0,0.0,0.0,1.0,0.1,0.9,0,,4066533,8,0,-1,0,0.273,high,31.4,95.75,,,medium,1,True,1.949,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237847,Breanna Stewart,F,NYL,,7.5,Rebounds,reb,Demon,11717384,11717384,237847,150439,2026-05-08T19:30:00.000-04:00,,,,1,https://static.prizepicks.com/images/players/NBA/Breanna_Stewart_WNBA_player_0QbcmrMWR4KgqkSDi1fYPEeZ.webp,2026-05-03,OK,,,,,,,,,,0,7.0,11.0,9.0,7.0,10.0,9.0,10.0,6.0,5.0,9.0,8.8,8.3,8.3,3.0,2.0,0.0,0.6,0.6,0.4,0.6,0.4,0,,2998928,8,0,-1,0,0.261,high,30.6,95.75,,,medium,1,True,2.235,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
237848,Sabrina Ionescu,G,NYL,,7.5,Assists,ast,Demon,11717390,11717390,237848,150439,2026-05-08T19:30:00.000-04:00,,,3.5,1,https://static.prizepicks.com/images/players/NBA/Sabrina_Ionescu_WNBA_player_P26gx0GUbxv35lMVCUU4z5Q5.webp,2026-05-03,OK,,,,,,,,,,0,7.0,2.0,4.0,4.0,3.0,7.0,11.0,9.0,9.0,2.0,4.0,5.8,5.8,0.0,5.0,0.0,0.0,0.0,1.0,0.3,0.7,0,,4066533,8,0,-1,0,0.273,high,31.4,95.75,,,medium,1,True,1.949,low,False,1.0,normal_rest,,,,wnba_api_usage;wnba_api_pace;wnba_api_fouls
